name,abv,image_url
Teeling Single Grain Irish Whisky,46%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/Teeling-Single-Grain-Whisky.jpg"
Lagavulin 12 Special Release 2023,56.4%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/LAGAVULIN-12-Year-Old-Special-Release-2023-The-Ink-of-Legends.jpg"
Ca Di Rajo Spumante Bianco Prosecco Superiore DOCG Conegliano Valdobbiadene Brut,11%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/Ca-Di-Rajo-Spumante-Bianco-Prosecco-Superiore-DOCG-Conegliano-Valdobbiadene-Brut.jpg"
KAWABO JOZO Yuzu Nigori-shu,7%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/KAWABO-JOZO-Yuzu-Nigori-shu.jpg"
WOLF BLASS Bilyara Cabernet Sauvignon,13%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/WOLF-BLASS-Bilyara-Cabernet-Sauvignon.jpg"
FOUR PILLARS Fresh Yuzu Gin,41.8%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/FOUR-PILLARS-Fresh-Yuzu-Gin.jpg"
CODIGO 1530 Blanco,40%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/CODIGO-1530-Blanco.jpg"
CODIGO 1530 Rosa Blanco,40%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/CODIGO-1530-Rosa-Blanco.jpg"
Dassai 23 Junmai Daiginjo 300ml,16%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/Dassai-23-Junmai-Daiginjo-300ml.jpg"
MIYAKE Seisen Suisho Sake,15.5%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/MIYAKE-Seisen-Suisho-Sake.jpg"
KING YOZO Seishu Kinro 1.8L,14%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/KING-YOZO-Seishu-Kinro-1.8L.jpg"
BARREN JACK Shiraz Cabernet,13%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/Barren-Jack-Shiraz-Cabernet.jpg"
Royal Stout Beer,5.5%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/Royal-Stout-24cans.jpg"
GLENDRONACH Traditionally Peated,48%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/GLENDRONACH-Traditionally-Peated.jpg"
ARRAN Gold Cream Liqueur,17%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/ARRAN-Gold-Cream-Liqueur.jpg"
PLANTATION XO 20th Anniversary Gift Pack With 2 Glass,40%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/PLANTATION-XO-Barbados-20th-Anniversary-Gift-Pack-WIth-2-Glass.jpg"
SAITO Junmai Sake 300ml,14.5%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/SAITO-Junmai-Sake-300ml.jpg"
GOOD DAY Green Grape Soju,12.5%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/GOOD-DAY-Green-Grape-Soju-20-Bottles.jpg"
FAVORITOS Sauvignon Blanc,12.5%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/FAVORITOS-Sauvignon-Blanc-3.jpg"
KIZAKURA Junmai Daiginjo Sake,16%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/KIZAKURA-Junmai-Daiginjo-Sake.png"
SAITO Dry Sake,13.5%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/SAITO-Dry-Sake.png"
OLD PULTENEY 15 Year Old,46%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/OLD-PULTENEY-15-Year-Old.png"
JURA Seven Wood,42%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/JURA-Seven-Wood.png"
CAMINO REAL Gold,40%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/Camino-Real-Tequila.png"
CAORUNN Gin,41.8%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/CAORUNN-Gin.jpg"
A. DE FUSSIGNY Selection Cognac,40%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/A.-DE-FUSSIGNY-Selection-Cognac.jpg"
BOLS Creme de Cacao White,24%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/BOLS-Creme-de-Cacao-White.jpg"
TOMATIN 18 Year Old,46%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/TOMATIN-18-Year-Old.jpg"
HANDPICKED Regional Selection South Eastern Australia Cabernet Merlot 2016,40%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/HANDPICKED-Regional-Selection-South-Eastern-Australia-Cabernet-Merlot-2016.jpg"
CAPE MENTELLE Cabernet Sauvignon,14%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/CAPE-MENTELLE-Cabernet-Sauvignon-2012.jpg"
TENUTA SAN GUIDO Guidalberto 2014,12.5%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/TENUTA-SAN-GUIDO-Guidalberto-2014.jpg"
Tempus Two Cabernet Merlot,12%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/Tempus-Two-Cabernet-Merlot.jpg"
Glenfarclas 25 Year Old,70cl,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/GLENFARCLAS-25-Year-Old.jpg"
GLENFARCLAS 12 Year Old,70cl,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/GLENFARCLAS-12-Year-Old.jpg"
DEWAR’S 18 YEAR OLD,75cl,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/Dewar-18-Year-Old.jpg"
CHIVAS REGAL XV Gift Pack 2024,40%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/CHIVAS-REGAL-XV-Gift-Pack-2024.jpg"
LYRE’S Non-Alcoholic White Cane Spirit,70cl,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/LYRES-Non-Alcoholic-White-Cane-Spirit.jpg"
LYRE’S Non-Alcoholic Italian Orange Spirit,70cl,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/LYRES-Non-Alcoholic-Italian-Orange-Spirit.jpg"
LYRE’S Non-Alcoholic Aperitif Rosso Red Vermouth,70cl,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/LYRES-Non-Alcoholic-Aperitif-Rosso-Red-Vermouth.jpg"
SAWANOTSURU Deluxe 1.8L,15.5%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/SAWANOTSURU-Deluxe-1.jpg"
OZEKI Yuzu Umeshu,12%,"https://whisky.my/cdn-cgi/image/width=1000,height=1000,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/OZEKI-Yuzu-Umeshu-1.jpg"
